TIME_TO_CARRY,TIME_TO_DELIVER_ORDER,COMPARE_ESTIMATED_TO_DELIVERED_TIME,ESTIMATED_TIME_TO_DELIVERY,ORDER_PURCHASE_YEAR,ORDER_PURCHASE_MONTH,ORDER_PURCHASE_DAY,ORDER_PURCHASE_WEEKDAY
6,7,19,26,2018,5,30,Wednseday
1,6,7,13,2017,7,12,Wednseday
1,2,16,18,2017,10,16,Monday
1,10,16,26,2018,4,20,Friday
1,12,21,33,2018,4,6,Friday
1,8,19,27,2018,4,3,Tuesday
1,4,12,16,2018,5,14,Monday
6,27,-7,20,2017,9,6,Wednseday
5,6,7,13,2017,11,16,Thursday
3,17,7,24,2017,2,27,Monday
0,5,9,14,2018,7,25,Wednseday
0,6,20,26,2018,7,25,Wednseday
1,6,20,26,2017,10,5,Thursday
3,4,10,14,2017,11,24,Friday
5,11,30,41,2018,7,20,Friday
2,4,14,18,2018,2,1,Thursday
16,27,28,55,2018,1,10,Wednseday
5,9,17,26,2017,3,29,Wednseday
5,8,14,22,2018,8,22,Wednseday
1,8,15,23,2017,6,6,Tuesday
2,10,13,23,2018,1,16,Tuesday
1,2,12,14,2017,7,19,Wednseday
5,7,2,9,2018,5,16,Wednseday
1,3,10,13,2017,5,23,Tuesday
1,9,26,35,2018,2,7,Wednseday
6,28,6,34,2018,2,22,Thursday
3,5,17,22,2018,2,11,Sunday
6,7,11,18,2018,2,1,Thursday
11,25,7,32,2017,10,16,Monday
1,5,15,20,2018,7,4,Wednseday
2,41,-10,31,2018,1,30,Tuesday
1,5,6,11,2018,5,17,Thursday
5,6,1,7,2018,8,1,Wednseday
0,7,14,21,2017,3,22,Wednseday
4,8,6,14,2017,11,24,Friday
3,10,15,25,2017,5,6,Saturday
5,13,15,28,2017,10,26,Thursday
1,5,15,20,2017,7,14,Friday
1,13,15,28,2017,6,27,Tuesday
1,2,10,12,2017,8,27,Sunday
2,14,24,38,2017,8,1,Tuesday
0,13,35,48,2018,5,29,Tuesday
4,8,20,28,2018,6,29,Friday
2,10,14,24,2017,7,1,Saturday
3,19,3,22,2017,12,25,Monday
4,11,14,25,2018,7,28,Saturday
1,5,3,8,2018,5,17,Thursday
3,4,19,23,2018,1,28,Sunday
3,9,3,12,2018,8,10,Friday
2,11,13,24,2017,11,26,Sunday
1,12,12,24,2017,6,11,Sunday
23,36,1,37,2018,2,26,Monday
1,28,14,42,2018,3,6,Tuesday
2,6,10,16,2018,4,3,Tuesday
1,3,1,4,2018,8,20,Monday
1,3,8,11,2017,11,6,Monday
1,10,19,29,2017,5,14,Sunday
1,2,8,10,2018,6,18,Monday
1,9,15,24,2017,9,3,Sunday
2,9,22,31,2017,5,29,Monday
7,15,7,22,2017,6,22,Thursday
1,7,17,24,2018,4,6,Friday
2,11,13,24,2017,12,18,Monday
1,8,17,25,2017,9,25,Monday
1,2,18,20,2018,8,21,Tuesday
2,17,12,29,2017,11,6,Monday
2,7,14,21,2017,8,21,Monday
0,13,9,22,2018,3,27,Tuesday
1,25,-5,20,2018,3,1,Thursday
2,6,7,13,2017,8,9,Wednseday
6,14,18,32,2018,2,8,Thursday
2,16,17,33,2018,8,11,Saturday
3,29,-5,24,2018,3,16,Friday
1,12,7,19,2018,7,18,Wednseday
4,5,19,24,2017,5,12,Friday
3,5,5,10,2018,8,3,Friday
1,7,13,20,2017,9,5,Tuesday
3,10,22,32,2017,6,9,Friday
3,12,8,20,2017,7,14,Friday
1,6,21,27,2017,11,2,Thursday
2,5,20,25,2017,12,2,Saturday
2,11,14,25,2017,9,24,Sunday
1,4,8,12,2017,10,19,Thursday
1,7,17,24,2017,3,6,Monday
3,5,11,16,2018,2,13,Tuesday
3,11,10,21,2018,8,10,Friday
1,25,10,35,2017,12,14,Thursday
2,7,15,22,2017,6,27,Tuesday
5,16,10,26,2018,1,24,Wednseday
3,3,12,15,2018,1,16,Tuesday
11,18,-3,15,2017,11,12,Sunday
3,26,-8,18,2018,3,9,Friday
4,24,9,33,2018,1,4,Thursday
1,7,16,23,2017,10,17,Tuesday
15,18,4,22,2017,10,9,Monday
12,16,14,30,2018,8,5,Sunday
1,17,5,22,2018,2,26,Monday
3,4,15,19,2017,12,9,Saturday
1,19,9,28,2017,10,3,Tuesday
1,2,12,14,2017,8,2,Wednseday
2,4,5,9,2018,8,11,Saturday
5,21,10,31,2018,3,24,Saturday
1,13,7,20,2018,2,14,Wednseday
3,31,6,37,2017,11,11,Saturday
3,9,10,19,2018,8,18,Saturday
5,12,16,28,2018,2,22,Thursday
0,13,24,37,2018,1,23,Tuesday
1,23,2,25,2018,2,22,Thursday
3,4,29,33,2018,4,13,Friday
4,19,5,24,2017,7,3,Monday
0,4,8,12,2018,3,8,Thursday
0,2,8,10,2017,9,12,Tuesday
1,13,9,22,2017,11,15,Wednseday
9,10,7,17,2018,1,1,Monday
1,9,14,23,2018,6,25,Monday
5,13,10,23,2017,10,1,Sunday
5,13,12,25,2018,6,28,Thursday
3,10,9,19,2018,5,5,Saturday
1,7,24,31,2017,5,16,Tuesday
1,2,11,13,2018,7,18,Wednseday
5,10,16,26,2018,1,12,Friday
2,12,11,23,2017,11,29,Wednseday
1,7,13,20,2018,2,28,Wednseday
6,11,13,24,2018,5,4,Friday
7,14,9,23,2017,6,5,Monday
3,12,21,33,2017,11,10,Friday
1,4,20,24,2018,4,22,Sunday
13,30,-2,28,2017,12,21,Thursday
1,10,17,27,2017,9,21,Thursday
4,15,6,21,2017,3,9,Thursday
2,10,17,27,2017,10,7,Saturday
1,2,4,6,2018,8,15,Wednseday
3,13,20,33,2017,8,12,Saturday
4,11,9,20,2018,3,24,Saturday
4,12,15,27,2018,1,11,Thursday
14,32,-1,31,2017,2,24,Friday
4,9,9,18,2018,8,11,Saturday
6,10,21,31,2018,7,24,Tuesday
4,6,19,25,2017,8,17,Thursday
1,8,10,18,2017,7,10,Monday
4,7,34,41,2018,5,31,Thursday
3,9,15,24,2017,6,19,Monday
2,5,19,24,2017,10,21,Saturday
5,14,2,16,2018,3,7,Wednseday
8,18,10,28,2018,7,9,Monday
2,9,11,20,2017,5,17,Wednseday
1,14,11,25,2017,6,12,Monday
2,8,10,18,2018,3,4,Sunday
2,31,-10,21,2018,5,15,Tuesday
5,10,17,27,2017,10,18,Wednseday
2,3,43,46,2018,6,2,Saturday
3,6,18,24,2017,11,17,Friday
6,43,-15,28,2017,12,1,Friday
2,7,17,24,2018,5,15,Tuesday
4,10,41,51,2018,1,1,Monday
2,8,17,25,2017,4,9,Sunday
12,20,11,31,2017,2,24,Friday
16,38,13,51,2018,1,15,Monday
1,8,14,22,2017,8,9,Wednseday
3,8,3,11,2017,5,15,Monday
5,33,-4,29,2018,2,1,Thursday
13,21,8,29,2017,9,21,Thursday
6,14,13,27,2018,4,12,Thursday
2,11,14,25,2017,3,6,Monday
4,18,12,30,2018,4,9,Monday
0,13,12,25,2018,7,13,Friday
3,5,0,5,2018,8,24,Friday
5,20,12,32,2017,12,22,Friday
3,14,17,31,2018,2,2,Friday
5,15,25,40,2018,2,21,Wednseday
1,12,9,21,2018,6,28,Thursday
4,11,8,19,2018,7,26,Thursday
3,7,17,24,2018,4,27,Friday
0,28,-6,22,2018,3,15,Thursday
1,8,25,33,2018,6,13,Wednseday
6,8,18,26,2017,1,25,Wednseday
1,11,15,26,2018,6,28,Thursday
1,28,-7,21,2017,3,22,Wednseday
2,23,-7,16,2018,4,2,Monday
1,3,21,24,2018,4,15,Sunday
4,7,9,16,2018,7,16,Monday
1,21,5,26,2017,8,30,Wednseday
8,16,6,22,2017,9,3,Sunday
6,9,5,14,2018,2,9,Friday
1,6,9,15,2018,7,18,Wednseday
1,50,-14,36,2018,2,6,Tuesday
4,7,6,13,2018,8,23,Thursday
3,10,14,24,2017,7,21,Friday
3,4,7,11,2017,10,15,Sunday
9,29,-7,22,2018,3,12,Monday
1,16,7,23,2017,9,17,Sunday
4,10,9,19,2018,3,23,Friday
1,3,13,16,2018,5,14,Monday
2,15,28,43,2018,1,21,Sunday
5,33,-7,26,2017,11,24,Friday
1,7,15,22,2018,5,15,Tuesday
3,8,17,25,2017,2,13,Monday
5,15,11,26,2017,10,1,Sunday
2,24,-6,18,2018,3,5,Monday
1,3,9,12,2018,5,2,Wednseday
1,5,17,22,2017,3,1,Wednseday
2,4,20,24,2017,6,17,Saturday
2,12,13,25,2017,9,2,Saturday
1,3,14,17,2018,4,16,Monday
2,13,8,21,2018,6,26,Tuesday
0,7,19,26,2017,12,29,Friday
3,12,18,30,2017,12,24,Sunday
3,9,8,17,2017,12,3,Sunday
1,3,6,9,2018,7,9,Monday
1,12,13,25,2017,6,1,Thursday
0,4,14,18,2018,1,5,Friday
3,9,14,23,2017,6,3,Saturday
0,2,11,13,2018,4,25,Wednseday
1,8,28,36,2017,4,9,Sunday
20,24,21,45,2018,6,2,Saturday
1,25,10,35,2017,7,6,Thursday
19,25,17,42,2018,6,14,Thursday
1,5,23,28,2017,12,6,Wednseday
2,9,13,22,2018,5,1,Tuesday
1,9,18,27,2018,2,13,Tuesday
2,7,16,23,2018,7,2,Monday
13,23,15,38,2018,1,14,Sunday
4,18,2,20,2017,11,24,Friday
3,10,15,25,2017,8,25,Friday
4,21,19,40,2018,3,16,Friday
3,16,11,27,2018,4,20,Friday
8,35,8,43,2017,4,4,Tuesday
1,2,15,17,2018,1,7,Sunday
2,14,15,29,2017,8,21,Monday
3,13,12,25,2017,9,1,Friday
3,11,14,25,2018,6,10,Sunday
2,7,-2,5,2018,8,1,Wednseday
31,42,33,75,2018,1,3,Wednseday
2,9,17,26,2018,5,23,Wednseday
1,7,17,24,2017,11,7,Tuesday
0,7,24,31,2018,1,29,Monday
6,7,6,13,2017,6,28,Wednseday
5,7,6,13,2017,11,16,Thursday
4,5,13,18,2018,2,2,Friday
2,9,11,20,2018,5,9,Wednseday
2,6,25,31,2018,7,7,Saturday
1,6,15,21,2017,7,18,Tuesday
2,5,6,11,2018,8,25,Saturday
2,9,15,24,2017,8,5,Saturday
3,16,13,29,2017,12,4,Monday
7,18,11,29,2018,2,20,Tuesday
2,7,15,22,2017,5,22,Monday
4,11,2,13,2017,11,3,Friday
2,9,14,23,2018,3,3,Saturday
1,17,21,38,2018,8,12,Sunday
1,15,14,29,2017,4,17,Monday
6,14,19,33,2018,1,3,Wednseday
3,37,-10,27,2018,1,27,Saturday
6,15,12,27,2017,10,5,Thursday
2,6,15,21,2018,7,5,Thursday
4,5,7,12,2018,5,3,Thursday
10,13,18,31,2017,2,11,Saturday
3,10,14,24,2017,3,3,Friday
1,12,20,32,2017,7,27,Thursday
6,10,14,24,2018,7,10,Tuesday
6,6,7,13,2018,3,23,Friday
5,6,13,19,2018,4,27,Friday
2,5,17,22,2018,4,8,Sunday
2,15,11,26,2017,9,24,Sunday
5,13,15,28,2017,9,20,Wednseday
1,6,16,22,2017,9,28,Thursday
1,12,11,23,2017,12,6,Wednseday
7,10,3,13,2017,5,19,Friday
4,7,15,22,2018,4,3,Tuesday
2,7,11,18,2018,5,7,Monday
3,17,36,53,2017,12,23,Saturday
2,8,16,24,2017,8,6,Sunday
2,6,10,16,2017,10,3,Tuesday
11,15,14,29,2017,3,20,Monday
1,25,1,26,2017,9,21,Thursday
2,9,18,27,2017,2,21,Tuesday
10,12,1,13,2017,8,4,Friday
3,9,14,23,2018,5,12,Saturday
1,10,15,25,2017,12,11,Monday
4,11,4,15,2017,11,12,Sunday
14,37,-12,25,2018,2,26,Monday
9,14,14,28,2017,7,17,Monday
1,2,12,14,2018,6,28,Thursday
2,7,7,14,2018,8,15,Wednseday
0,1,20,21,2018,6,25,Monday
1,21,10,31,2017,12,18,Monday
3,8,11,19,2018,2,18,Sunday
3,16,20,36,2017,1,24,Tuesday
6,8,7,15,2018,8,7,Tuesday
1,2,7,9,2018,7,29,Sunday
1,8,21,29,2018,3,26,Monday
1,14,22,36,2017,11,30,Thursday
3,7,21,28,2018,4,27,Friday
5,9,5,14,2018,2,9,Friday
8,11,38,49,2018,6,4,Monday
4,5,6,11,2018,4,1,Sunday
1,15,7,22,2017,6,22,Thursday
0,1,18,19,2017,12,8,Friday
2,6,12,18,2017,9,23,Saturday
6,12,15,27,2017,2,23,Thursday
1,2,14,16,2018,4,11,Wednseday
0,16,10,26,2018,1,31,Wednseday
3,19,0,19,2017,11,26,Sunday
3,15,16,31,2018,1,23,Tuesday
1,4,10,14,2017,11,27,Monday
2,14,13,27,2017,6,14,Wednseday
2,19,5,24,2018,1,28,Sunday
4,6,24,30,2017,9,9,Saturday
4,8,19,27,2017,2,9,Thursday
1,2,7,9,2018,8,12,Sunday
3,7,7,14,2018,8,3,Friday
0,2,5,7,2018,7,31,Tuesday
5,6,8,14,2018,2,23,Friday
1,13,16,29,2017,3,14,Tuesday
2,11,13,24,2018,1,2,Tuesday
2,12,14,26,2017,12,14,Thursday
11,18,9,27,2017,1,26,Thursday
1,2,11,13,2018,3,6,Tuesday
2,10,17,27,2018,5,1,Tuesday
1,12,13,25,2018,4,12,Thursday
1,4,17,21,2017,4,17,Monday
1,4,11,15,2018,4,23,Monday
4,7,6,13,2018,6,15,Friday
1,6,20,26,2018,6,27,Wednseday
1,22,12,34,2017,8,3,Thursday
7,19,9,28,2017,12,15,Friday
2,17,5,22,2018,3,6,Tuesday
1,4,21,25,2018,6,25,Monday
6,13,16,29,2017,3,15,Wednseday
1,6,21,27,2018,8,23,Thursday
0,10,14,24,2017,11,21,Tuesday
3,10,10,20,2017,9,8,Friday
1,3,13,16,2017,10,16,Monday
3,18,33,51,2018,5,26,Saturday
4,15,7,22,2017,11,26,Sunday
4,29,-6,23,2018,3,4,Sunday
2,24,9,33,2017,12,10,Sunday
4,11,1,12,2018,8,16,Thursday
1,16,0,16,2018,3,13,Tuesday
2,24,-5,19,2018,4,8,Sunday
3,7,11,18,2018,5,11,Friday
1,2,10,12,2017,11,22,Wednseday
1,6,4,10,2018,7,31,Tuesday
3,9,5,14,2018,8,8,Wednseday
4,24,3,27,2018,2,6,Tuesday
3,5,20,25,2018,6,16,Saturday
2,16,6,22,2017,7,26,Wednseday
3,16,17,33,2018,3,24,Saturday
7,15,3,18,2018,3,1,Thursday
1,5,17,22,2017,7,27,Thursday
2,38,-4,34,2018,4,17,Tuesday
0,10,14,24,2018,4,24,Tuesday
1,14,17,31,2018,3,19,Monday
0,5,14,19,2018,3,23,Friday
6,19,14,33,2018,3,24,Saturday
1,4,15,19,2017,11,5,Sunday
0,9,26,35,2017,5,16,Tuesday
1,9,32,41,2018,6,7,Thursday
1,10,13,23,2017,11,22,Wednseday
1,7,22,29,2017,10,3,Tuesday
2,8,25,33,2017,10,1,Sunday
0,1,3,4,2018,7,30,Monday
12,33,-11,22,2017,9,13,Wednseday
2,6,14,20,2018,5,5,Saturday
2,7,18,25,2018,8,6,Monday
5,7,7,14,2017,6,14,Wednseday
4,5,8,13,2017,5,18,Thursday
7,25,1,26,2017,12,29,Friday
1,4,9,13,2018,3,20,Tuesday
1,6,14,20,2017,5,10,Wednseday
1,14,8,22,2017,3,16,Thursday
1,21,7,28,2018,3,5,Monday
2,8,16,24,2018,1,7,Sunday
2,9,6,15,2018,5,15,Tuesday
4,12,21,33,2017,4,6,Thursday
1,9,18,27,2018,1,4,Thursday
5,13,15,28,2017,12,7,Thursday
4,7,10,17,2018,7,9,Monday
4,14,12,26,2018,5,24,Thursday
5,11,16,27,2018,7,13,Friday
1,9,22,31,2018,1,30,Tuesday
3,6,6,12,2018,8,17,Friday
1,6,16,22,2017,6,29,Thursday
2,9,16,25,2018,5,5,Saturday
5,13,12,25,2018,1,26,Friday
5,9,9,18,2018,4,1,Sunday
5,16,8,24,2017,7,8,Saturday
1,8,19,27,2017,5,25,Thursday
2,3,9,12,2018,3,31,Saturday
2,13,16,29,2017,11,12,Sunday
3,51,-21,30,2018,3,12,Monday
2,3,6,9,2018,7,23,Monday
2,3,2,5,2018,8,12,Sunday
2,9,23,32,2017,12,4,Monday
4,11,13,24,2018,4,20,Friday
1,9,12,21,2018,7,23,Monday
7,16,8,24,2017,10,31,Tuesday
4,16,10,26,2017,8,5,Saturday
1,6,12,18,2018,4,1,Sunday
3,11,10,21,2017,3,20,Monday
4,14,12,26,2017,3,10,Friday
0,5,6,11,2018,8,3,Friday
2,6,31,37,2017,2,8,Wednseday
5,18,6,24,2017,10,13,Friday
4,5,21,26,2017,12,1,Friday
5,12,3,15,2018,8,16,Thursday
1,15,2,17,2018,3,19,Monday
5,12,8,20,2017,11,9,Thursday
10,15,31,46,2018,6,4,Monday
12,15,-1,14,2017,11,10,Friday
5,22,11,33,2017,11,2,Thursday
1,14,10,24,2017,11,27,Monday
2,10,16,26,2017,2,5,Sunday
7,23,11,34,2018,1,31,Wednseday
3,8,14,22,2018,7,8,Sunday
1,7,14,21,2017,11,9,Thursday
1,14,23,37,2018,4,10,Tuesday
1,20,10,30,2017,6,28,Wednseday
2,7,34,41,2018,5,15,Tuesday
1,2,9,11,2018,6,17,Sunday
6,11,15,26,2018,1,20,Saturday
1,14,16,30,2017,12,5,Tuesday
6,12,8,20,2017,11,15,Wednseday
2,9,7,16,2017,11,22,Wednseday
1,8,6,14,2018,5,8,Tuesday
1,10,22,32,2018,6,25,Monday
0,8,19,27,2018,4,24,Tuesday
1,14,33,47,2018,6,27,Wednseday
1,24,12,36,2017,12,10,Sunday
4,11,12,23,2017,3,18,Saturday
4,31,4,35,2018,4,16,Monday
12,18,16,34,2018,7,28,Saturday
0,11,6,17,2018,8,17,Friday
3,15,11,26,2017,11,26,Sunday
1,8,0,8,2018,8,6,Monday
2,24,12,36,2018,2,4,Sunday
5,6,6,12,2018,4,13,Friday
2,16,11,27,2017,12,6,Wednseday
4,13,3,16,2017,11,25,Saturday
1,4,17,21,2017,6,15,Thursday
21,25,-4,21,2018,7,11,Wednseday
25,26,29,55,2016,10,5,Wednseday
24,33,-8,25,2018,1,14,Sunday
2,7,10,17,2017,8,28,Monday
1,16,15,31,2017,12,12,Tuesday
1,10,10,20,2018,5,8,Tuesday
1,7,21,28,2018,4,26,Thursday
24,43,-21,22,2018,2,18,Sunday
0,15,5,20,2017,12,20,Wednseday
2,10,19,29,2018,8,14,Tuesday
3,8,6,14,2018,8,6,Monday
1,8,16,24,2018,3,20,Tuesday
2,6,12,18,2017,10,7,Saturday
0,10,14,24,2017,9,5,Tuesday
0,9,0,9,2018,8,6,Monday
16,24,3,27,2017,12,2,Saturday
7,39,-11,28,2018,2,26,Monday
4,17,6,23,2017,12,23,Saturday
2,5,14,19,2018,4,15,Sunday
1,2,14,16,2018,5,2,Wednseday
2,17,1,18,2018,5,19,Saturday
5,12,15,27,2017,8,23,Wednseday
1,7,11,18,2017,11,6,Monday
4,14,12,26,2018,3,30,Friday
6,7,-4,3,2018,8,7,Tuesday
4,5,8,13,2017,8,4,Friday
3,40,-10,30,2017,11,29,Wednseday
0,14,14,28,2017,11,8,Wednseday
1,9,11,20,2017,12,27,Wednseday
2,9,8,17,2017,9,10,Sunday
1,6,28,34,2018,5,16,Wednseday
3,11,19,30,2017,12,30,Saturday
2,4,19,23,2017,12,5,Tuesday
12,21,19,40,2018,3,15,Thursday
7,10,17,27,2018,4,7,Saturday
7,15,13,28,2017,8,8,Tuesday
1,4,11,15,2018,8,26,Sunday
2,6,13,19,2017,9,16,Saturday
2,4,13,17,2018,6,25,Monday
1,6,9,15,2018,2,27,Tuesday
5,14,14,28,2017,10,26,Thursday
2,12,22,34,2018,1,20,Saturday
1,3,28,31,2018,8,20,Monday
5,11,12,23,2017,5,21,Sunday
1,4,13,17,2018,6,11,Monday
3,17,7,24,2017,11,25,Saturday
2,17,10,27,2018,4,11,Wednseday
1,7,15,22,2018,3,20,Tuesday
6,9,20,29,2017,8,16,Wednseday
0,5,23,28,2018,5,10,Thursday
1,6,11,17,2017,3,7,Tuesday
3,6,13,19,2018,7,20,Friday
4,14,26,40,2018,5,24,Thursday
1,7,6,13,2018,8,14,Tuesday
1,3,17,20,2017,5,9,Tuesday
4,8,20,28,2018,5,10,Thursday
0,5,20,25,2018,5,3,Thursday
1,21,18,39,2017,12,21,Thursday
6,27,-4,23,2018,5,16,Wednseday
0,5,12,17,2017,7,28,Friday
2,5,12,17,2018,8,11,Saturday
1,11,9,20,2017,8,17,Thursday
1,12,17,29,2017,5,4,Thursday
2,9,11,20,2017,6,17,Saturday
1,2,11,13,2017,10,26,Thursday
0,7,20,27,2018,1,19,Friday
1,6,17,23,2018,5,15,Tuesday
2,22,1,23,2017,11,27,Monday
3,4,10,14,2017,6,2,Friday
3,9,15,24,2018,1,27,Saturday
5,11,13,24,2018,2,9,Friday
4,17,11,28,2018,1,19,Friday
3,6,20,26,2018,5,4,Friday
4,33,-7,26,2018,3,16,Friday
2,6,20,26,2018,4,21,Saturday
1,10,12,22,2018,3,27,Tuesday
2,5,10,15,2017,6,21,Wednseday
4,14,26,40,2018,1,12,Friday
5,12,13,25,2018,2,4,Sunday
0,6,15,21,2017,5,23,Tuesday
10,18,24,42,2017,3,24,Friday
2,24,4,28,2018,5,14,Monday
2,40,-11,29,2018,3,4,Sunday
9,10,-1,9,2018,8,6,Monday
5,12,8,20,2017,11,11,Saturday
1,7,33,40,2018,7,26,Thursday
3,18,5,23,2018,2,11,Sunday
1,9,16,25,2018,7,22,Sunday
4,9,3,12,2018,8,19,Sunday
1,5,5,10,2018,3,19,Monday
2,16,19,35,2017,6,5,Monday
2,10,7,17,2017,9,18,Monday
2,11,22,33,2018,2,3,Saturday
1,5,9,14,2018,2,23,Friday
1,3,5,8,2018,8,21,Tuesday
4,30,-4,26,2018,3,10,Saturday
1,10,14,24,2018,3,11,Sunday
1,2,13,15,2018,4,23,Monday
1,10,13,23,2018,3,21,Wednseday
4,15,44,59,2017,5,22,Monday
7,21,3,24,2017,7,7,Friday
1,12,7,19,2018,7,26,Thursday
6,24,8,32,2018,6,9,Saturday
7,31,-6,25,2017,11,9,Thursday
2,20,7,27,2018,4,18,Wednseday
0,27,-1,26,2018,6,29,Friday
0,11,17,28,2017,11,24,Friday
2,15,15,30,2018,4,11,Wednseday
3,12,16,28,2017,4,21,Friday
1,8,13,21,2018,4,3,Tuesday
3,39,-9,30,2018,4,2,Monday
3,10,21,31,2017,7,28,Friday
6,8,17,25,2017,3,31,Friday
1,13,15,28,2018,4,18,Wednseday
2,5,17,22,2017,3,12,Sunday
4,19,12,31,2017,12,15,Friday
9,25,5,30,2017,12,10,Sunday
2,7,7,14,2018,2,28,Wednseday
5,11,17,28,2017,12,1,Friday
3,4,2,6,2018,7,27,Friday
3,10,17,27,2017,12,19,Tuesday
2,36,-12,24,2017,11,21,Tuesday
1,7,15,22,2017,7,18,Tuesday
1,2,22,24,2017,8,15,Tuesday
2,13,7,20,2018,6,30,Saturday
4,13,15,28,2017,11,24,Friday
5,10,9,19,2018,5,13,Sunday
1,9,19,28,2017,6,27,Tuesday
3,24,3,27,2017,11,25,Saturday
2,9,0,9,2018,7,29,Sunday
5,16,7,23,2017,3,18,Saturday
1,7,14,21,2017,5,15,Monday
3,13,21,34,2018,3,31,Saturday
2,22,17,39,2018,5,27,Sunday
0,7,19,26,2017,7,26,Wednseday
0,4,15,19,2018,8,9,Thursday
1,2,8,10,2018,6,10,Sunday
11,20,10,30,2018,2,10,Saturday
2,12,14,26,2017,9,10,Sunday
3,9,13,22,2018,4,8,Sunday
1,15,5,20,2017,11,21,Tuesday
2,12,14,26,2017,9,13,Wednseday
4,20,2,22,2017,7,13,Thursday
7,28,2,30,2017,12,13,Wednseday
6,8,8,16,2018,4,10,Tuesday
1,3,13,16,2018,4,2,Monday
2,5,9,14,2017,11,28,Tuesday
16,24,14,38,2017,2,5,Sunday
2,6,13,19,2017,3,1,Wednseday
14,19,-7,12,2018,8,1,Wednseday
2,19,3,22,2017,3,29,Wednseday
2,9,5,14,2018,7,25,Wednseday
0,1,6,7,2018,8,27,Monday
7,14,15,29,2017,6,12,Monday
3,4,6,10,2018,7,27,Friday
4,37,10,47,2018,6,2,Saturday
1,13,16,29,2018,1,16,Tuesday
1,4,10,14,2018,6,14,Thursday
1,2,13,15,2017,8,30,Wednseday
2,7,15,22,2017,7,31,Monday
1,10,7,17,2018,7,15,Sunday
1,22,4,26,2018,3,14,Wednseday
17,32,15,47,2018,3,23,Friday
7,8,5,13,2018,5,10,Thursday
1,6,12,18,2018,3,1,Thursday
1,5,11,16,2018,4,11,Wednseday
1,8,33,41,2018,5,31,Thursday
1,11,38,49,2017,1,30,Monday
0,12,17,29,2017,5,25,Thursday
2,10,14,24,2018,4,23,Monday
3,10,15,25,2018,8,11,Saturday
1,15,1,16,2018,3,7,Wednseday
2,20,7,27,2018,2,27,Tuesday
3,16,15,31,2018,5,25,Friday
2,10,11,21,2018,8,8,Wednseday
4,19,9,28,2018,4,26,Thursday
1,14,7,21,2017,11,16,Thursday
6,11,3,14,2017,11,24,Friday
2,15,13,28,2018,2,28,Wednseday
2,7,20,27,2018,8,22,Wednseday
41,53,-29,24,2017,11,24,Friday
2,3,2,5,2018,8,4,Saturday
1,5,20,25,2018,4,19,Thursday
3,13,11,24,2017,8,26,Saturday
1,3,19,22,2017,5,1,Monday
2,8,10,18,2017,10,22,Sunday
1,5,12,17,2017,12,3,Sunday
4,18,15,33,2017,3,3,Friday
1,6,16,22,2017,7,27,Thursday
3,18,5,23,2017,6,18,Sunday
4,8,11,19,2018,5,10,Thursday
2,3,5,8,2018,8,27,Monday
1,2,14,16,2018,6,10,Sunday
3,10,21,31,2017,12,8,Friday
1,6,42,48,2018,1,3,Wednseday
3,22,10,32,2018,3,4,Sunday
3,17,16,33,2017,11,24,Friday
12,20,5,25,2018,5,17,Thursday
1,6,15,21,2017,12,13,Wednseday
1,2,1,3,2018,8,27,Monday
3,12,19,31,2018,4,13,Friday
1,20,1,21,2017,11,22,Wednseday
1,13,10,23,2018,2,20,Tuesday
2,7,16,23,2018,7,18,Wednseday
1,14,6,20,2018,7,11,Wednseday
2,25,14,39,2017,2,4,Saturday
1,6,15,21,2018,2,14,Wednseday
2,10,19,29,2017,9,26,Tuesday
1,2,14,16,2018,1,30,Tuesday
1,2,6,8,2018,5,21,Monday
1,2,13,15,2018,6,14,Thursday
3,8,8,16,2018,5,13,Sunday
1,12,22,34,2018,6,7,Thursday
1,12,15,27,2018,4,26,Thursday
4,7,4,11,2018,2,12,Monday
3,6,20,26,2018,6,22,Friday
2,15,14,29,2018,3,4,Sunday
11,25,6,31,2017,3,3,Friday
3,18,16,34,2018,3,24,Saturday
6,22,6,28,2018,3,20,Tuesday
1,8,14,22,2018,6,25,Monday
2,4,21,25,2018,4,8,Sunday
3,42,-14,28,2017,8,25,Friday
1,15,8,23,2017,11,8,Wednseday
1,11,15,26,2017,11,30,Thursday
0,6,14,20,2018,4,26,Thursday
1,11,8,19,2018,6,7,Thursday
2,11,13,24,2017,11,26,Sunday
1,23,14,37,2017,2,21,Tuesday
1,29,6,35,2017,12,19,Tuesday
3,11,10,21,2018,8,13,Monday
1,2,15,17,2017,12,3,Sunday
7,9,6,15,2018,4,23,Monday
6,12,8,20,2017,8,10,Thursday
2,26,12,38,2017,2,5,Sunday
27,39,-12,27,2017,8,10,Thursday
2,10,32,42,2018,6,4,Monday
2,32,-5,27,2018,2,13,Tuesday
2,13,11,24,2018,1,21,Sunday
4,10,15,25,2017,10,6,Friday
8,12,9,21,2018,1,17,Wednseday
1,9,7,16,2018,1,31,Wednseday
4,17,3,20,2017,10,28,Saturday
4,11,21,32,2017,9,1,Friday
4,8,10,18,2018,5,6,Sunday
1,19,7,26,2018,2,16,Friday
2,3,9,12,2018,3,25,Sunday
8,10,13,23,2017,10,29,Sunday
1,2,18,20,2018,6,28,Thursday
3,11,17,28,2017,7,28,Friday
